"","Risk of Failure to Appear_decile_score","Risk of Failure to Appear_raw_score","Risk of Failure to Appear_score_text","Risk of Recidivism_decile_score","Risk of Recidivism_raw_score","Risk of Recidivism_score_text","Risk of Violence_decile_score","Risk of Violence_raw_score","Risk of Violence_score_text","recid","recid_violent","recid_proPub","recid_violent_proPub","uid"
"4208","1","12","Low","5","-0.33","Medium","6","-1.64","Medium",1,1,NA,NA,"8576_2013-03-05"
"4209","1","12","Low","1","-2.28","Low","1","-3.45","Low",0,0,0,0,"8577_2013-02-04"
"4210","2","16","Low","1","-1.43","Low","3","-2.53","Low",0,0,0,0,"8579_2013-02-24"
"4211","4","21","Low","8","0.16","High","5","-1.8","Medium",1,0,1,0,"8583_2014-01-05"
"4212","1","14","Low","1","-1.73","Low","1","-3.75","Low",0,0,0,0,"8586_2014-02-20"
"4213","1","13","Low","1","-1.6","Low","2","-2.92","Low",0,0,0,0,"8589_2014-03-03"
"4214","1","11","Low","3","-1.24","Low","3","-2.44","Low",0,0,0,0,"8590_2014-03-24"
"4215","1","14","Low","4","-0.65","Low","3","-2.47","Low",1,0,1,0,"8596_2013-02-18"
"4216","1","15","Low","7","0.02","Medium","8","-1.17","High",1,0,1,0,"8598_2013-12-04"
"4217","1","12","Low","1","-1.62","Low","1","-2.95","Low",0,0,0,0,"8600_2013-10-10"
"4218","10","40","High","9","0.33","High","4","-2.06","Low",1,1,1,0,"8601_2013-05-07"
"4219","2","16","Low","6","-0.52","Medium","7","-1.42","Medium",0,0,0,0,"8604_2013-03-12"
"4220","1","13","Low","7","-0.05","Medium","7","-1.4","Medium",1,1,1,0,"8606_2013-09-27"
"4221","2","16","Low","6","-0.22","Medium","5","-1.85","Medium",0,0,1,1,"8608_2013-04-03"
"4222","1","14","Low","6","-0.24","Medium","4","-1.98","Low",0,0,0,0,"8609_2013-02-23"
"4223","2","17","Low","4","-0.56","Low","3","-2.5","Low",1,0,1,0,"8611_2013-01-20"
"4224","3","18","Low","9","0.45","High","8","-1.07","High",1,1,1,0,"8612_2013-10-11"
"4225","1","14","Low","2","-1.14","Low","2","-2.56","Low",0,0,0,0,"8613_2013-04-10"
"4226","3","19","Low","3","-0.76","Low","4","-2.17","Low",0,0,0,0,"8616_2013-04-08"
"4227","1","15","Low","5","-0.51","Medium","3","-2.52","Low",0,0,0,0,"8617_2013-11-12"
"4228","4","21","Low","3","-0.95","Low","2","-2.66","Low",0,0,0,0,"8619_2013-03-30"
"4229","3","18","Low","6","-0.56","Medium","6","-1.55","Medium",0,0,0,0,"8620_2013-05-16"
"4230","1","14","Low","2","-1.37","Low","2","-2.88","Low",0,0,0,0,"8621_2013-09-21"
"4231","1","13","Low","2","-1.28","Low","3","-2.36","Low",0,0,0,0,"8625_2014-03-15"
"4232","1","13","Low","4","-0.67","Low","4","-2.16","Low",0,0,0,0,"8627_2013-12-22"
"4233","5","23","Medium","8","0.12","High","3","-2.41","Low",1,1,1,0,"8630_2013-01-14"
"4234","1","15","Low","1","-1.66","Low","1","-3.38","Low",0,0,0,0,"8634_2013-09-30"
"4235","1","11","Low","1","-2.49","Low","1","-4.06","Low",0,0,0,0,"8635_2013-12-30"
"4236","2","17","Low","5","-0.45","Medium","3","-2.51","Low",1,0,1,0,"8636_2013-01-04"
"4237","4","21","Low","8","0.14","High","6","-1.62","Medium",1,1,1,1,"8638_2013-08-15"
"4238","1","14","Low","6","-0.38","Medium","7","-1.26","Medium",0,0,1,0,"8639_2013-04-24"
"4239","3","18","Low","1","-1.5","Low","1","-3.62","Low",0,0,0,0,"8641_2013-08-19"
"4240","10","36","High","6","-0.28","Medium","5","-1.89","Medium",0,0,0,0,"8642_2013-10-18"
"4241","1","15","Low","1","-2.2","Low","1","-3.67","Low",0,0,0,0,"8644_2013-11-22"
"4242","1","12","Low","5","-0.79","Medium","4","-2.02","Low",0,0,0,0,"8646_2013-11-21"
"4243","4","21","Low","3","-0.76","Low","3","-2.5","Low",0,0,0,0,"8650_2013-02-06"
"4244","2","17","Low","7","-0.07","Medium","5","-1.96","Medium",1,0,1,0,"8651_2013-10-25"
"4245","1","13","Low","1","-1.6","Low","2","-2.94","Low",0,0,0,0,"8652_2013-03-05"
"4246","1","13","Low","1","-2.31","Low","1","-3.96","Low",0,0,0,0,"8653_2013-02-19"
"4247","2","16","Low","1","-1.55","Low","1","-3.42","Low",1,1,1,1,"8655_2013-11-08"
"4248","3","19","Low","2","-1.24","Low","1","-3.74","Low",0,0,0,0,"8659_2013-05-27"
"4249","6","24","Medium","2","-1.18","Low","2","-2.68","Low",0,0,0,0,"8661_2013-01-21"
"4250","1","14","Low","4","-0.64","Low","5","-1.96","Medium",1,0,1,0,"8663_2013-01-09"
"4251","2","17","Low","5","-0.43","Medium","5","-1.96","Medium",1,0,NA,NA,"8663_2013-02-22"
"4252","1","12","Low","5","-0.47","Medium","5","-1.84","Medium",1,1,1,1,"8664_2013-12-31"
"4253","2","17","Low","6","-0.16","Medium","3","-2.49","Low",1,0,1,0,"8665_2013-05-13"
"4254","5","22","Medium","3","-1.23","Low","3","-2.37","Low",0,0,0,0,"8668_2013-12-17"
"4255","3","19","Low","6","-0.53","Medium","3","-2.32","Low",0,0,0,0,"8670_2013-04-24"
"4256","1","14","Low","5","-0.64","Medium","4","-2.03","Low",0,0,0,0,"8672_2013-09-07"
"4257","1","15","Low","2","-1.08","Low","3","-2.25","Low",1,0,0,0,"8673_2013-12-23"
"4258","1","14","Low","1","-1.65","Low","1","-3.02","Low",0,0,0,0,"8674_2013-11-19"
"4259","2","16","Low","3","-0.85","Low","1","-3.19","Low",0,0,0,0,"8675_2013-03-12"
"4260","4","21","Low","3","-0.85","Low","4","-2.16","Low",0,0,0,0,"8676_2013-04-05"
"4261","7","26","Medium","3","-0.91","Low","2","-2.79","Low",0,0,0,0,"8679_2013-10-02"
"4262","8","29","High","9","0.6","High","9","-0.82","High",1,0,1,0,"8681_2013-04-07"
"4263","1","12","Low","1","-1.93","Low","1","-3.35","Low",0,0,0,0,"8682_2013-01-11"
"4264","1","14","Low","2","-1.37","Low","3","-2.45","Low",0,0,0,0,"8683_2013-03-01"
"4265","3","20","Low","4","-0.73","Low","3","-2.53","Low",0,0,0,0,"8684_2013-04-14"
"4266","7","26","Medium","7","-0.27","Medium","3","-2.34","Low",0,0,0,0,"8688_2013-03-11"
"4267","3","19","Low","5","-0.49","Medium","3","-2.28","Low",0,0,0,0,"8694_2013-10-04"
"4268","1","13","Low","1","-1.71","Low","1","-3.46","Low",0,0,0,0,"8695_2013-03-20"
"4269","1","14","Low","2","-1.1","Low","1","-3.13","Low",0,0,0,0,"8696_2013-08-07"
"4270","1","14","Low","1","-1.65","Low","2","-2.81","Low",1,1,1,1,"8701_2014-01-16"
"4271","3","18","Low","6","-0.24","Medium","4","-2.23","Low",1,1,1,0,"8702_2013-02-07"
"4272","2","17","Low","1","-2.12","Low","1","-4.17","Low",0,0,0,0,"8703_2013-12-04"
"4273","2","17","Low","9","0.37","High","6","-1.66","Medium",1,1,1,1,"8705_2013-09-15"
"4274","3","19","Low","4","-0.65","Low","3","-2.31","Low",1,0,1,0,"8706_2013-09-27"
"4275","8","28","High","9","0.36","High","4","-2.16","Low",0,0,0,0,"8709_2013-12-31"
"4276","1","13","Low","6","-0.23","Medium","4","-2.03","Low",0,0,0,0,"8711_2014-03-22"
"4277","1","15","Low","7","-0.14","Medium","8","-1.12","High",1,1,1,1,"8715_2014-01-02"
"4278","2","16","Low","1","-1.49","Low","2","-2.92","Low",0,0,0,0,"8716_2014-03-31"
"4279","1","11","Low","1","-1.8","Low","1","-3.38","Low",0,0,0,0,"8717_2013-05-14"
"4280","3","20","Low","1","-1.45","Low","1","-3.69","Low",1,0,1,0,"8719_2014-02-25"
"4281","3","18","Low","5","-0.36","Medium","3","-2.35","Low",0,0,0,0,"8723_2013-02-07"
"4282","4","21","Low","9","0.44","High","7","-1.42","Medium",1,0,1,0,"8724_2014-01-22"
"4283","1","15","Low","6","-0.56","Medium","5","-1.92","Medium",0,0,0,0,"8728_2013-03-25"
"4284","4","21","Low","1","-1.52","Low","2","-2.9","Low",0,0,0,0,"8729_2014-03-26"
"4285","5","22","Medium","5","-0.37","Medium","4","-2.12","Low",0,0,0,0,"8732_2013-11-20"
"4286","1","13","Low","1","-1.62","Low","1","-3.11","Low",0,0,0,0,"8735_2013-02-09"
"4287","4","20","Low","6","-0.55","Medium","3","-2.51","Low",1,0,1,0,"8741_2013-08-12"
"4288","1","14","Low","2","-1.49","Low","1","-3.34","Low",1,0,1,0,"8742_2013-08-13"
"4289","8","29","High","9","0.45","High","8","-1.25","High",1,1,1,1,"8743_2013-01-23"
"4290","2","16","Low","4","-0.89","Low","3","-2.26","Low",0,0,1,0,"8745_2013-06-03"
"4291","2","17","Low","4","-0.69","Low","2","-2.6","Low",0,0,0,0,"8746_2014-01-04"
"4292","3","18","Low","9","0.4","High","7","-1.39","Medium",1,0,1,0,"8747_2013-11-13"
"4293","4","21","Low","5","-0.4","Medium","1","-3.16","Low",1,0,1,0,"8749_2014-02-12"
"4294","1","13","Low","1","-1.55","Low","2","-2.86","Low",0,0,0,0,"8752_2013-05-28"
"4295","1","11","Low","3","-0.87","Low","6","-1.57","Medium",0,0,0,0,"8757_2013-03-12"
"4296","2","16","Low","4","-0.72","Low","3","-2.4","Low",1,1,1,1,"8758_2013-04-14"
"4297","2","16","Low","4","-0.7","Low","3","-2.43","Low",0,0,NA,NA,"8758_2013-09-14"
"4298","2","17","Low","2","-1.53","Low","1","-3.36","Low",0,0,0,0,"8759_2014-02-13"
"4299","1","14","Low","7","-0.15","Medium","6","-1.52","Medium",1,1,1,0,"8760_2013-01-18"
"4300","2","17","Low","1","-1.72","Low","1","-3.42","Low",0,0,0,0,"8762_2013-01-25"
"4301","1","14","Low","6","-0.31","Medium","3","-2.38","Low",0,0,0,0,"8764_2013-04-04"
"4302","2","16","Low","2","-1.23","Low","1","-3.04","Low",0,0,0,0,"8770_2013-12-16"
"4303","3","18","Low","1","-2","Low","1","-3.58","Low",0,0,0,0,"8771_2014-01-27"
"4304","2","17","Low","3","-0.76","Low","1","-3.04","Low",0,0,0,0,"8774_2013-12-15"
"4305","3","18","Low","10","0.62","High","8","-1.23","High",1,0,1,0,"8776_2013-01-10"
"4306","1","14","Low","4","-0.62","Low","7","-1.3","Medium",0,0,0,0,"8777_2013-12-19"
"4307","1","14","Low","1","-2.68","Low","1","-4.35","Low",0,0,0,0,"8778_2013-11-15"
"4308","7","26","Medium","4","-0.53","Low","4","-2.18","Low",1,0,1,0,"8781_2013-12-31"
"4309","2","16","Low","3","-1.24","Low","3","-2.44","Low",0,0,0,0,"8785_2013-01-24"
"4310","1","12","Low","2","-1.3","Low","2","-2.92","Low",0,0,0,0,"8786_2014-01-23"
"4311","4","20","Low","6","-0.56","Medium","2","-2.73","Low",1,0,1,1,"8787_2013-05-18"
"4312","1","12","Low","2","-1.06","Low","3","-2.24","Low",0,0,0,0,"8789_2014-03-27"
"4313","1","11","Low","1","-2.39","Low","1","-3.96","Low",0,0,0,0,"8790_2013-11-14"
"4314","1","14","Low","6","-0.38","Medium","3","-2.43","Low",0,0,0,0,"8791_2013-04-04"
"4315","1","13","Low","2","-1.31","Low","1","-3.38","Low",1,1,1,0,"8792_2014-01-22"
"4316","1","13","Low","2","-1.59","Low","2","-2.88","Low",0,0,0,0,"8794_2013-03-31"
"4317","2","17","Low","5","-0.36","Medium","4","-2.18","Low",0,0,0,0,"8797_2013-08-07"
"4318","1","13","Low","1","-1.56","Low","1","-3.34","Low",0,0,0,0,"8798_2013-12-21"
"4319","1","14","Low","6","-0.13","Medium","6","-1.56","Medium",1,1,1,0,"8799_2014-02-01"
"4320","1","14","Low","4","-0.93","Low","1","-3.27","Low",1,1,1,0,"8800_2013-11-04"
"4321","3","19","Low","1","-1.83","Low","1","-3.65","Low",0,0,0,0,"8805_2014-01-13"
"4322","1","13","Low","8","0.09","High","6","-1.68","Medium",0,0,0,0,"8807_2014-03-11"
"4323","1","15","Low","5","-0.71","Medium","5","-1.92","Medium",0,0,1,0,"8809_2014-01-13"
"4324","1","13","Low","2","-1.13","Low","3","-2.39","Low",1,1,1,1,"8813_2014-03-22"
"4325","1","11","Low","3","-1.29","Low","3","-2.48","Low",0,0,1,1,"8814_2013-05-03"
"4326","1","15","Low","2","-1.02","Low","2","-2.65","Low",0,0,0,0,"8816_2013-11-27"
"4327","2","17","Low","3","-1","Low","3","-2.37","Low",0,0,1,1,"8818_2013-09-27"
"4328","1","13","Low","3","-1.16","Low","3","-2.54","Low",0,0,0,0,"8819_2013-04-17"
"4329","4","21","Low","10","1.14","High","9","-0.98","High",1,1,1,1,"8821_2013-05-25"
"4330","3","18","Low","7","0.05","Medium","9","-0.88","High",0,0,0,0,"8822_2013-04-20"
"4331","5","23","Medium","6","-0.14","Medium","5","-1.85","Medium",0,0,0,0,"8825_2013-04-10"
"4332","1","13","Low","3","-0.97","Low","2","-2.59","Low",0,0,0,0,"8827_2013-04-19"
"4333","1","12","Low","2","-1.13","Low","3","-2.31","Low",0,0,0,0,"8828_2013-10-28"
"4334","3","19","Low","7","0.04","Medium","8","-1.02","High",1,1,1,0,"8830_2013-02-15"
"4335","5","23","Medium","7","0.08","Medium","9","-0.92","High",1,0,NA,NA,"8830_2013-04-24"
"4336","2","16","Low","1","-2.53","Low","1","-4.08","Low",0,0,0,0,"8831_2013-02-17"
"4337","1","14","Low","5","-0.51","Medium","5","-1.88","Medium",1,0,1,0,"8832_2013-02-09"
"4338","4","21","Low","1","-1.45","Low","2","-2.94","Low",0,0,0,0,"8835_2013-04-17"
"4339","1","13","Low","4","-0.97","Low","4","-2.09","Low",0,0,0,0,"8838_2013-08-11"
"4340","2","16","Low","9","0.61","High","10","-0.62","High",0,0,0,0,"8839_2014-02-18"
"4341","2","16","Low","7","-0.1","Medium","2","-2.58","Low",1,1,1,1,"8844_2013-09-24"
"4342","1","13","Low","4","-0.64","Low","6","-1.56","Medium",0,0,0,0,"8845_2013-01-04"
"4343","1","12","Low","1","-2.73","Low","1","-3.71","Low",1,0,1,0,"8846_2013-02-18"
"4344","7","26","Medium","2","-1.17","Low","2","-2.92","Low",1,0,1,0,"8855_2014-02-19"
"4345","1","13","Low","4","-0.55","Low","7","-1.49","Medium",0,0,0,0,"8856_2013-04-01"
"4346","6","24","Medium","5","-0.41","Medium","4","-2.17","Low",0,0,0,0,"8857_2013-01-06"
"4347","4","21","Low","6","-0.26","Medium","5","-1.8","Medium",0,0,0,0,"8858_2014-03-23"
"4348","5","23","Medium","9","0.48","High","4","-2.08","Low",0,0,0,0,"8861_2014-01-12"
"4349","2","16","Low","6","-0.26","Medium","6","-1.62","Medium",1,1,1,0,"8863_2013-01-02"
"4350","1","11","Low","3","-1.21","Low","3","-2.51","Low",0,0,0,0,"8864_2013-04-28"
"4351","1","15","Low","1","-2.58","Low","1","-4.06","Low",0,0,0,0,"8865_2013-04-25"
"4352","5","22","Medium","3","-1.15","Low","1","-3.01","Low",0,0,0,0,"8866_2013-06-06"
"4353","6","24","Medium","10","0.73","High","5","-1.75","Medium",0,0,0,0,"8867_2013-02-23"
"4354","1","14","Low","2","-1.22","Low","1","-3.51","Low",0,0,0,0,"8869_2013-01-26"
"4355","1","11","Low","4","-0.63","Low","6","-1.64","Medium",1,1,1,0,"8871_2014-01-21"
"4356","2","16","Low","3","-0.88","Low","2","-2.65","Low",0,0,1,0,"8876_2013-02-09"
"4357","1","14","Low","1","-1.77","Low","1","-3.84","Low",0,0,0,0,"8877_2014-02-04"
"4358","1","11","Low","4","-0.57","Low","7","-1.41","Medium",0,0,0,0,"8879_2013-04-07"
"4359","10","37","High","10","0.85","High","9","-0.69","High",1,0,1,1,"8881_2013-01-07"
"4360","10","34","High","9","0.4","High","9","-0.81","High",1,0,NA,NA,"8881_2013-04-01"
"4361","1","14","Low","9","0.39","High","8","-1.14","High",1,1,1,1,"8882_2014-02-14"
"4362","1","14","Low","1","-1.51","Low","1","-3.33","Low",0,0,0,0,"8884_2014-01-06"
"4363","1","15","Low","8","0.2","High","10","-0.59","High",1,0,1,0,"8885_2013-11-19"
"4364","5","22","Medium","10","0.82","High","8","-1.21","High",0,0,0,0,"8886_2013-04-01"
"4365","3","18","Low","2","-1.24","Low","1","-3.21","Low",0,0,0,0,"8889_2014-01-17"
"4366","1","11","Low","1","-1.5","Low","2","-2.86","Low",0,0,0,0,"8890_2013-11-23"
"4367","5","22","Medium","6","-0.17","Medium","5","-1.89","Medium",0,0,0,0,"8893_2013-09-15"
"4368","9","31","High","7","0.07","Medium","7","-1.38","Medium",0,0,0,0,"8894_2013-03-11"
"4369","1","11","Low","1","-1.65","Low","1","-3.02","Low",0,0,0,0,"8897_2013-01-28"
"4370","3","18","Low","9","0.57","High","9","-0.98","High",0,0,0,0,"8900_2013-03-30"
"4371","1","13","Low","3","-0.97","Low","4","-2.14","Low",0,0,1,0,"8902_2013-01-22"
"4372","3","20","Low","1","-1.81","Low","1","-4.08","Low",0,0,0,0,"8905_2013-08-04"
"4373","5","23","Medium","10","1.15","High","10","-0.56","High",1,0,1,0,"8906_2013-12-10"
"4374","3","20","Low","4","-0.53","Low","2","-2.87","Low",0,0,0,0,"8908_2013-12-01"
"4375","1","12","Low","1","-1.58","Low","1","-3.13","Low",0,0,0,0,"8909_2013-02-13"
"4376","4","21","Low","9","0.61","High","9","-0.97","High",0,0,0,0,"8912_2013-11-28"
"4377","1","14","Low","2","-1.48","Low","1","-3.09","Low",1,0,1,0,"8920_2013-09-05"
"4378","1","11","Low","1","-2.59","Low","1","-4.2","Low",0,0,0,0,"8922_2013-05-26"
"4379","1","14","Low","5","-0.33","Medium","4","-1.98","Low",0,0,0,0,"8925_2014-01-29"
"4380","1","12","Low","6","-0.28","Medium","5","-1.9","Medium",1,0,1,0,"8926_2013-01-14"
"4381","9","33","High","8","0.24","High","3","-2.47","Low",0,0,0,0,"8927_2013-08-26"
"4382","6","24","Medium","2","-1.03","Low","2","-2.85","Low",1,0,1,0,"8929_2013-12-10"
"4383","3","18","Low","8","0.19","High","5","-1.88","Medium",0,0,0,0,"8931_2013-03-02"
"4384","9","31","High","10","0.8","High","9","-0.68","High",1,1,1,0,"8933_2013-05-20"
"4385","1","13","Low","1","-1.43","Low","2","-2.69","Low",0,0,0,0,"8936_2013-09-07"
"4386","6","23","Medium","5","-0.78","Medium","3","-2.34","Low",0,0,0,0,"8938_2014-01-13"
"4387","1","13","Low","4","-0.82","Low","5","-1.78","Medium",0,0,0,0,"8939_2014-01-27"
"4388","1","13","Low","1","-2.6","Low","1","-4.2","Low",0,0,0,0,"8940_2014-01-31"
"4389","1","15","Low","5","-0.33","Medium","6","-1.56","Medium",1,0,1,0,"8941_2013-05-01"
"4390","1","12","Low","1","-1.64","Low","1","-3.22","Low",0,0,0,0,"8944_2013-03-20"
"4391","1","12","Low","7","-0.11","Medium","7","-1.31","Medium",0,0,0,0,"8945_2013-01-15"
"4392","1","13","Low","2","-1.33","Low","3","-2.55","Low",0,0,0,0,"8948_2013-04-26"
"4393","4","21","Low","6","-0.49","Medium","2","-2.86","Low",0,0,0,0,"8949_2013-01-27"
"4394","1","13","Low","1","-2.16","Low","1","-3.69","Low",0,0,0,0,"8950_2014-02-19"
"4395","1","11","Low","1","-2.41","Low","1","-3.91","Low",0,0,0,0,"8954_2013-12-31"
"4396","2","17","Low","8","0.17","High","3","-2.36","Low",1,1,1,1,"8959_2013-12-17"
"4397","2","17","Low","4","-0.66","Low","1","-3.08","Low",1,0,1,0,"8960_2013-03-15"
"4398","2","17","Low","3","-0.83","Low","3","-2.42","Low",0,0,0,0,"8962_2014-01-05"
"4399","2","17","Low","8","0.3","High","8","-1.04","High",0,0,0,0,"8963_2013-04-03"
"4400","2","16","Low","4","-0.55","Low","1","-3.2","Low",1,0,1,0,"8964_2014-03-23"
"4401","1","12","Low","1","-2.55","Low","1","-4","Low",0,0,0,0,"8967_2013-06-03"
"4402","2","16","Low","3","-0.95","Low","5","-1.78","Medium",0,0,0,0,"8968_2013-08-15"
"4403","1","12","Low","4","-0.53","Low","4","-2.06","Low",0,0,0,0,"8971_2014-03-03"
"4404","3","19","Low","6","-0.26","Medium","4","-2.12","Low",1,1,1,0,"8972_2014-02-05"
"4405","1","14","Low","8","0.09","High","8","-1.06","High",0,0,1,1,"8974_2013-04-30"
"4406","1","13","Low","1","-1.97","Low","1","-3.63","Low",0,0,0,0,"8976_2013-12-22"
"4407","2","17","Low","1","-1.63","Low","1","-3.12","Low",1,1,1,0,"8980_2013-01-24"
"4408","4","21","Low","5","-0.44","Medium","4","-2.18","Low",0,0,0,0,"8982_2013-01-13"
"4409","1","12","Low","1","-2.55","Low","1","-3.96","Low",0,0,0,0,"8983_2013-05-10"
"4410","1","13","Low","1","-1.64","Low","1","-3.04","Low",0,0,0,0,"8984_2013-08-07"
"4411","3","20","Low","2","-1.01","Low","6","-1.69","Medium",0,0,0,0,"8988_2013-10-15"
"4412","1","13","Low","7","-0.07","Medium","7","-1.48","Medium",1,1,1,0,"8989_2013-03-28"
"4413","8","28","High","9","0.32","High","5","-1.97","Medium",1,0,1,0,"8992_2014-01-04"
"4414","10","36","High","8","0.14","High","10","-0.43","High",0,0,0,0,"8995_2013-02-23"
"4415","1","12","Low","6","-0.24","Medium","8","-1.21","High",0,0,0,0,"8996_2013-03-06"
"4416","1","11","Low","1","-2.19","Low","1","-3.7","Low",1,0,1,0,"8998_2013-07-18"
"4417","4","21","Low","10","0.74","High","9","-0.72","High",1,0,1,1,"8999_2013-03-15"
"4418","3","19","Low","4","-0.53","Low","2","-2.76","Low",0,0,0,0,"9000_2013-03-21"
"4419","1","11","Low","2","-1.03","Low","4","-2.1","Low",0,0,0,0,"9004_2013-09-24"
"4420","1","15","Low","5","-0.81","Medium","2","-2.72","Low",0,0,0,0,"9005_2013-08-07"
"4421","1","12","Low","1","-1.83","Low","1","-3.25","Low",0,0,0,0,"9008_2013-05-09"
"4422","4","21","Low","1","-1.4","Low","2","-2.61","Low",0,0,1,0,"9010_2013-04-15"
"4423","2","16","Low","1","-2.54","Low","1","-4.05","Low",0,0,0,0,"9012_2013-07-29"
"4424","6","25","Medium","1","-1.41","Low","1","-3.33","Low",0,0,0,0,"9013_2013-12-07"
"4425","1","13","Low","8","0.18","High","8","-1.06","High",1,1,1,0,"9017_2013-09-24"
"4426","2","17","Low","9","0.38","High","7","-1.26","Medium",1,1,NA,NA,"9017_2014-02-03"
"4427","1","15","Low","4","-0.71","Low","2","-2.85","Low",1,0,1,0,"9022_2013-11-20"
"4428","3","18","Low","4","-0.73","Low","2","-2.78","Low",0,0,NA,NA,"9022_2014-03-12"
"4429","3","20","Low","1","-1.77","Low","1","-3.64","Low",0,0,0,0,"9023_2014-03-23"
"4430","4","21","Low","9","0.42","High","7","-1.3","Medium",0,0,0,0,"9024_2013-03-07"
"4431","1","11","Low","1","-2.28","Low","1","-3.78","Low",0,0,0,0,"9028_2013-08-19"
"4432","1","11","Low","3","-0.93","Low","5","-1.8","Medium",0,0,0,0,"9030_2014-03-13"
"4433","2","16","Low","6","-0.28","Medium","2","-2.88","Low",0,0,0,0,"9032_2013-08-08"
"4434","2","16","Low","3","-0.99","Low","3","-2.24","Low",0,0,0,0,"9033_2013-12-07"
"4435","1","12","Low","3","-0.89","Low","4","-1.98","Low",0,0,0,0,"9039_2014-02-05"
"4436","2","17","Low","1","-1.73","Low","1","-3.17","Low",0,0,0,0,"9040_2014-01-22"
"4437","1","13","Low","1","-1.88","Low","1","-3.31","Low",0,0,0,0,"9041_2013-01-18"
"4438","3","19","Low","5","-0.45","Medium","1","-2.99","Low",0,0,0,0,"9042_2013-01-19"
"4439","2","17","Low","7","-0.08","Medium","5","-1.96","Medium",1,0,1,0,"9044_2014-03-21"
"4440","6","24","Medium","5","-0.43","Medium","2","-2.7","Low",1,0,0,0,"9045_2013-12-10"
"4441","5","23","Medium","5","-0.44","Medium","3","-2.5","Low",0,0,0,0,"9046_2014-02-24"
"4442","1","15","Low","1","-1.89","Low","1","-3.27","Low",0,0,0,0,"9047_2014-03-07"
"4443","1","11","Low","1","-1.98","Low","1","-3.53","Low",0,0,0,0,"9049_2013-01-28"
"4444","1","15","Low","1","-1.88","Low","1","-3.33","Low",0,0,0,0,"9050_2014-04-08"
"4445","1","12","Low","4","-0.92","Low","6","-1.61","Medium",1,1,1,0,"9055_2013-05-06"
"4446","5","22","Medium","6","-0.29","Medium","1","-3.15","Low",1,1,1,0,"9056_2014-03-04"
"4447","1","13","Low","4","-0.62","Low","5","-1.78","Medium",1,0,1,0,"9058_2013-02-06"
"4448","6","25","Medium","5","-0.37","Medium","4","-2.06","Low",0,0,1,0,"9060_2013-07-26"
"4449","6","23","Medium","5","-0.79","Medium","2","-2.63","Low",0,0,0,0,"9062_2014-02-17"
"4450","3","19","Low","8","0.15","High","4","-2.11","Low",1,0,1,0,"9064_2013-09-28"
"4451","4","21","Low","5","-0.5","Medium","4","-2.2","Low",1,1,1,1,"9067_2013-01-29"
"4452","1","15","Low","7","-0.04","Medium","2","-2.71","Low",0,0,0,0,"9074_2013-02-24"
"4453","1","14","Low","2","-1.59","Low","1","-3.09","Low",0,0,0,0,"9075_2014-03-20"
"4454","1","12","Low","2","-1.62","Low","1","-2.95","Low",1,0,1,0,"9076_2013-01-09"
"4455","2","16","Low","7","-0.09","Medium","6","-1.72","Medium",0,0,1,0,"9077_2013-01-12"
"4456","1","13","Low","4","-0.72","Low","5","-1.75","Medium",1,1,1,0,"9079_2013-08-10"
"4457","2","16","Low","4","-0.72","Low","7","-1.45","Medium",0,0,0,0,"9081_2013-09-30"
"4458","1","14","Low","5","-0.43","Medium","4","-2.04","Low",0,0,0,0,"9085_2013-03-26"
"4459","3","19","Low","2","-1.26","Low","1","-3.62","Low",0,0,0,0,"9088_2013-09-29"
"4460","3","18","Low","2","-1.16","Low","3","-2.26","Low",0,0,0,0,"9089_2013-08-16"
"4461","1","12","Low","1","-1.92","Low","1","-3.29","Low",1,0,1,0,"9091_2013-02-14"
"4462","2","17","Low","1","-1.61","Low","1","-3.83","Low",1,0,1,0,"9092_2013-08-05"
"4463","1","13","Low","2","-1.29","Low","1","-3.09","Low",0,0,NA,NA,"9092_2014-01-30"
"4464","1","14","Low","8","0.28","High","7","-1.32","Medium",0,0,0,0,"9093_2013-08-14"
"4465","2","17","Low","8","0.12","High","6","-1.64","Medium",1,1,1,0,"9094_2013-03-30"
"4466","5","22","Medium","5","-0.43","Medium","7","-1.44","Medium",0,0,0,0,"9096_2013-01-28"
"4467","3","19","Low","6","-0.22","Medium","6","-1.69","Medium",1,0,1,0,"9097_2014-03-13"
"4468","3","20","Low","5","-0.34","Medium","5","-1.93","Medium",0,0,0,0,"9100_2014-03-03"
"4469","1","15","Low","4","-0.63","Low","7","-1.37","Medium",1,1,1,1,"9102_2013-11-08"
"4470","7","27","Medium","7","-0.05","Medium","3","-2.27","Low",1,0,1,0,"9115_2013-08-10"
"4471","1","14","Low","1","-2.44","Low","1","-3.97","Low",0,0,0,0,"9116_2014-02-24"
"4472","4","21","Low","7","0.03","Medium","4","-2.22","Low",1,0,1,0,"9119_2014-02-23"
"4473","2","16","Low","2","-1.23","Low","1","-3.09","Low",1,1,1,1,"9125_2013-08-09"
"4474","1","11","Low","2","-1.21","Low","2","-2.56","Low",0,0,0,0,"9126_2013-01-21"
"4475","1","14","Low","1","-2.03","Low","1","-3.53","Low",0,0,1,0,"9127_2014-01-12"
"4476","2","16","Low","6","-0.18","Medium","4","-2.08","Low",0,0,0,0,"9129_2013-04-06"
"4477","3","20","Low","5","-0.42","Medium","6","-1.6","Medium",0,0,0,0,"9131_2013-10-21"
